969		1	train	missing_text
3735		1	train	missing_text
5213		1	train	missing_text
9150		1	train	missing_text
9708		2	train	missing_text
10405		1	train	missing_text
13296		1	train	missing_text
13432		1	train	missing_text
13983		1	train	missing_text
14422		1	train	missing_text
14585		1	train	missing_text
16231		1	train	missing_text
19325		2	train	missing_text
19790		0	train	missing_text
20107		1	train	missing_text
20445		1	train	missing_text
22185		2	train	missing_text
24066		0	train	missing_text
28827		1	train	missing_text
31142		1	train	missing_text
31943		1	train	missing_text
35253		1	train	missing_text
36085		1	train	missing_text
42731		1	train	missing_text
43764		2	train	missing_text
35253		1	validation	missing_text
313	isko zammen chayiy bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul pm dikh	1	train	conflicting_labels
41452	isko zammen chayiy bus dogma hai ye kabhi akhilesh ki tareef karta hai aur kabhi rahul pm dikh	0	train	conflicting_labels
591	ab ye btaega iss pucho tere jiyn b mla hai usm se gina hindu mla kaunsa hai teri muslim awaadi wale gaao	1	train	conflicting_labels
22621	ab ye btaega iss pucho tere jiyn b mla hai usm se gina hindu mla kaunsa hai teri muslim awaadi wale gaao	0	train	conflicting_labels
677	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	train	conflicting_labels
5352	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	1	train	conflicting_labels
19910	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	train	conflicting_labels
36991	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	train	conflicting_labels
38013	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	train	conflicting_labels
40902	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	train	conflicting_labels
38013	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	validation	conflicting_labels
36991	🏵️ good morn papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa	2	validation	conflicting_labels
765	antar atma ko bech diya hain jab tak beijjat kark bhagaya nahi jata tab tak nahi hilega lekin rahe	2	train	conflicting_labels
45053	antar atma ko bech diya hain jab tak beijjat kark bhagaya nahi jata tab tak nahi hilega lekin rahe	1	train	conflicting_labels
942	good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji	1	train	conflicting_labels
5408	good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji	2	train	conflicting_labels
20268	good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji	2	train	conflicting_labels
27143	good morn pita ji thank new day pls bless sewa sumrin parmarth bakso ji	2	train	conflicting_labels
2156	join us first final friday yoga class book use link bio love see	1	train	conflicting_labels
8257	join us first final friday yoga class book use link bio love see	2	train	conflicting_labels
2670	sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi	0	train	conflicting_labels
9546	sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi	2	train	conflicting_labels
2670	sharma4 evm dhand ho sakti hbut etn bade level pe nahi congress ko agar vote lene h andar hi	0	validation	conflicting_labels
3276	talash pakistan kay har ghar ki kahani thank muftay well research preview featurefilm zeekayfilm come nan	0	train	conflicting_labels
