24478	nation look talk convert ho jaan pe dimag kharab ho jaata hai nan	0
19070	tryna prove 7 point nigga fuck sisssssssssssssss okkkk 😂😂‼️🙄 nan	0
13124	boy - babi baba nahi tere equal ban jaunga ladki patan mein sanju ban jaunga shaadi karn bole feminist ban jaaung	0
33088	thuk diy phir chatiy gaa nahi aapka pa kuchh bola ki nahi user dar dcm ka kursi ka ra	0
21040	abe karam jale suprem court v unh clean chit de diya tu sale congress ka kath put hai nan	0
12676	pintuchaudhari kyu najayz ko najayaz bolk gussa dila rahe ho galti ho g	0
15260	didi bewakoof banana band karo itni chutiya nahi hai janta see bullshit nan	0
13976	vaha ke hindu darpok hai lad nhi sakt nan	0
14070	ek ek pais bhi aaj congress gin rahikabhi inak raj har cheej ko leke hay toba macha rahata tha	0
15479	aabha bhai iski haalat thakur jaisi hai khujli lagi par khuja nahi sakta haat main jo nahi hai ! …	0
24496	chup randi famili ke paltu kutt dusro pr comm	0
13384	koi kejriw ne bhi 67 seat laker bjp ko sbut diya tha tb tu nhi bola vo iitian h pdha likh	0
18267	lolwa bhai kyun ban pubg pubg ki kya glti hai ism ? ? ? bc 06-jun ghnte game khelog mareng hi log ghar waal	0
8439	yeh 5th gen ka dg ispr hai fauj kab iss cartoon ko ghar bheje gi 😏 nan	0
38347	dhawan continu flop ho raha odi chutiya koh ussko bar bar mouka de raha 😠😠	0
11053	ka dimag kharab ho gaya hai jab se nidhi srinagar nahi gayi hai cc nan	0
6111	ishwar ne shakal acchhi nahin di aur pariwar & samaj ne sabhyata nahi	0
27542	bro delet kar ye chutiyappa inhi cancer cheezo ke kaaran main nahi banaya account nan	0
6929	gaind teri budhhi bhrast ho gaye hai mandir baith ke non veg kaun khata hai	0
13793	riz wan na lawyer ! ! ! fuck pussi nan	0
15339	rathe apn pappu ki degre ka pata kr lo pehl thappad wo havard fail hai r agr padha bhi	0
44998	wire wale ab khullam khula fake propaganda chlane k liy utar aay h hadd h aisi chaatukarita ki congress ke patth nan	0
28669	na kr qasam se kind hate u ... 😕 nan	0
12801	rape rape hi hota hai lekin phir bhi pm ne rajasthan ki ghatna ko mudda banaya tha ab modi yogi c	0
12997	resign de kar karlo bhaduri wali baat warna rehn tum se na ho payega	0
33168	goraya wohi bharwa hena kutta kuttey ki nasal harami gustaakh laakh laanat 🖐🏽 teri pedaish p	0
23680	vs bhai ram hamar bhagwan hain kams kam appreci wale tweet pr uska polit use karna band kardo 🙏 nan	0
12659	pakistan team wo gandi aulaad hy jisay na insaan rakh sakta hy na chor sakta hy nan	0
2413	chahe seat samajh lo ya ink dwara kiy hue ghotal 😀	0
15238	om sabs pehal hinduo ko samjhao ke wo log appni ladkiyo ko samjhy ke kabhi kisi muslim se dosti na	0
14962	koi chhattisgarh ka bane kabhi ? ? ? 😘.. bhopun chamcha das 💥 nan	0
18914	bodi anymor steal peopl poor pakistan ! …	0
26317	nahi gujarat ka famous gadha nation anim	0
26388	beizzati ka darr pehl hi bahut bakchodi kar ke gay hain ab boln ke liy kuch bhi nahin ha	0
32743	mansoor ali msg pay tera aur teri famili ka pait palta hai msg na hoti tere jesi chutiy ko kon ghaa dalta nan	0
35073	jb ap khud chor ho kisi ke upar chori ka aarop nahi lagana chahiy sare ghotal tum tumahr parti ne kiy	0
20521	bahin aap modi poojan karo din bhar proxi bithak baha karo hindu muslim karo baki aur tums kuch na ho payega	0
13808	54 shoaib ne galt nhi bola sarfraz waqai mota hogya hai inko agr cricket khelni fit rakhna hoga khud ko nan	0
9815	srkxpredat sahilahmed44 abe laudu kise pagal bnara hai saaal d4 ki news ye fan dega terko iss achha ek fake account bnakr khu nan	0
36452	sorri 15 ka mtlab ye nhi hai k 1214am tk bakwaa krti raho nan	0
1156	abp news 5 saal se mon nahi bhara congress ko kost sawal kart ab tweet duwara mazaak uran aar	0
13360	mith madam ko itni samajh kahan hogi type nonsens base fake news 😋 nan	0
13259	yeah think latest spineless bootlick fact comic tv show namo world	0
28336	peopl spread hate like sach bajao ise nan	0
20026	sir 😂 bjp ne darr ka mahol bana diya hai ab lassi k pais dene k darr kuch muslim ne owner ko mar dala nan	0
25251	dekh allah ne us kuttey ki shakal kesi khinzeer ki tarah hogai sallu ki kala kutta 🐕 manho	0
42188	keshav p morya ji upp 2013 bharti jald se jald puri kra candid bahut naraji hai bharti puri na hone ko lek nan	0
36688	yeh awwww moment h bc chao apn busi schedul se time nikal ke mujh thappad maregi 😂😂😂😭 nan	0
30943	bharat mata ki jai go standard answer bjp minist next 5 year nan	0
43588	shafiq7 iski ais hi gaand fati h sale darr se danga v nahi kar pate qk pata h k modi h gaa	0
21070	fauj pr hath dalo wo phir btay gi apko fauj ki badmashi hai	0
39798	abbey tudk gang le pill sudhar ja yeh hindu muslim band kard tera baap ab home minist hain itna	0
20022	burkh rahn walon ko lachar na samzo behan luckno ki begum hajarat mahal pard rahkar hi angrejon ki band b	0
26011	bluff dj rock pagla gya kya chutiy kabhi tera baap kabhi main rest kar le abhi aur expos hona h	0
34934	14 r ka pilla self troller ye dekh bh ke srk ne tax bhark teri bah ka bh faad diya nan	0
16216	sad joke u r minist zameer mar gaya hai ya insaniyat	0
2845	lych ab aat h tmhri baat parkya hatya	0
37676	tmhare samb nilam ho rhi tmhari maa bhne china ko bech sb sale bol ais rha jais poki	0
15642	maaro iss kutt ko milkar saar thhu h ais ghatia logo pe arr ye wo log h jo apni beti takk ko nhi chhodt	0
6135	abe maderchod rand kanhaiya kumar k uper deshdrohi ka aarop vo kuch nahi aur tu kitna bhi karl	0
34384	nah lame shit nan	0
12802	hit us hit harder ! ! ! like dumb guy deal alreadi got mani accus	0
37898	bc usm nicotin h lip thode hi h nan	0
2615	jita hitlet v tha bhai burnol tume chahiy kaam ginat nahi kabhi bjp k cow ka gobar b	0
21841	bahut khub indian jis indian ko dhram ke nam pe ek terrorist ka virodh karn ki aukat nhi wo btata hai ki	0
26192	tere jais gaddar pr 1000000 baar lanat harami sale humara hi khate hai humi pr gurat hai nonsens teko	0
28273	cricket chanc hti hay hmari team hmesha surpris krti hay hmi let hope best ... 💚	0
7115	peh tum jais desh bhagt choutiy keht k hum point de deng per pakistan se nhi kheleng ab kiya hua ? ? 🤣😂😎 nan	0
24731	conngress ke spoke person ab kya kareng jhuth ke alawa kuchh aata nahi inhejinka presid hi jhutha ho nan	0
33387	wish could say damag beyond repair aik acha misaal deta	0
7901	aur dharn pe mein teri choti baji ko choda tha captain safdar ke sale	0
8910	actual ink pass ab naaz karn ke liy kuch bacha hi nahi hai haqikat pasand ban	0
8074	bie sekharji ab mudra loan sahi hai toh aap pakod ki dukan laga hi lo kyun ki ab aapki fake journal ki duk	0
24381	ye bengal bheji hai momta bano ka pagalpan ka ilaj karn bahut pahunchi hui peer hai 😆 nan	0
9697	tumh bjp ki chatna hai usk liy congress ke spokesperson ki kya zaroorat ab koi rukawat nahin l	0
19545	veenad bhaktonki halat aisi nahi hui lekin call liber ki bilkul aisi hi halat hui hai lol nan	0
13822	u r right kukurmutto ki tarah khali bari mat nikla karo nan	0
18107	chor ki dp qazi faiz isa chor hai khuda ka wasta apney naam se yeh dr hata pleas beg u nan	0
27175	faiz aukat itni hai uski ki woh tera lallu ki gaand mar kar chali gayi aur tu bhokta rehja chal hat ja ab yaha se nan	0
43268	jb tum sachi dil se haarna chaho sari kaainaat mil k tmhi hara gi ( umpir bhi apni team special ) nan	0
16286	suar bolkr tune bta diya ki tera baap teri maa ka agent h tere baap se 10 time achhi shakal h nan	0
27094	mullah chutia nan	0
17498	peopl give respect lol jo apn motherland ka nahi hua tumhara bhi nahi hoga india bhi kai kami	0
6154	manish01 ki saru abe gandu jab tujh khud ko boln ki tameez nahi fokat nan	0
14247	congress ka modi sarkar pe bada hamla 50 netao ne price badhn pe tweet kiy 10 hazar rts khay ho gaya masla hal htt nan	0
10473	tm kise angl se b respect famili se nahi lagtay ho agr hotay izzatdar logon ki izzat kartay	0
16059	hadd ho gayi hai aaj tak suna tha aaj mere sath hua pata laga ki onlin shop par trust nhi kar sakt ₹1…	0
19631	abe kuch sharm karo tumhr jais baklol ke hisab se secur naam ki kou chiz hi nahi hai	0
38193	kapil ji kuch esi bi jin ky pass farzi degre bi nai fir bi chal rehi h	0
14123	isi nirasha k mahol tum jais suwar logon ko buri narah se haar ka samna karna pada dub maro dkbose nahi t9 jan	0
252	oh haha soldier read american god hardi har har thank remind everyon clusterfuck nan	0
24202	aapko jo karna hai woh kariyo famili ki baatein kabhi nahi sunna ham kuch bhi kare unh har ch	0
21766	chal chutiy jo parti power ki mare wo kabhi bikau nahi hota	0
32132	feverr itni jahil weli awaam h hmrii sbko pta tha k wi sy jeetni ki auqat nh h hmarii phr b sb kch chor k live zalalat dekhni bait	0
44586	yuva abh tum apneeko leader samajt ho gujrat ne tume dikha dia bhai ji	0
